transaction_date,transaction_time,customer_id,quantity,line_item_amount,unit_price,product_group,product_category,product_type,current_wholesale_price,customer_since,customer_birth_year,customer_generation
4/5/2019,8:50:33,5832,2,9.5,4.75,Beverages,Drinking Chocolate,Hot chocolate,3.56,5/24/2018,1981,Older Millennials
4/5/2019,11:07:04,5100,2,9.5,4.75,Beverages,Drinking Chocolate,Hot chocolate,3.56,12/22/2017,1972,Gen X
4/5/2019,8:26:32,8241,1,4.75,4.75,Beverages,Drinking Chocolate,Hot chocolate,3.56,4/4/2017,2000,Gen Z
4/5/2019,19:18:25,8413,1,4.75,4.75,Beverages,Drinking Chocolate,Hot chocolate,3.56,11/17/2018,1994,Younger Millennials
4/5/2019,12:01:16,8394,2,9.5,4.75,Beverages,Drinking Chocolate,Hot chocolate,3.56,3/31/2017,1991,Younger Millennials
4/5/2019,14:31:42,8161,2,9.5,4.75,Beverages,Drinking Chocolate,Hot chocolate,3.56,8/13/2017,1995,Gen Z
4/5/2019,11:02:04,8387,1,4.75,4.75,Beverages,Drinking Chocolate,Hot chocolate,3.56,12/24/2017,1996,Gen Z
4/5/2019,17:52:44,8319,2,9.5,4.75,Beverages,Drinking Chocolate,Hot chocolate,3.56,3/14/2018,1965,Gen X
4/5/2019,8:27:08,8133,2,9.5,4.75,Beverages,Drinking Chocolate,Hot chocolate,3.56,9/19/2017,2000,Gen Z
4/5/2019,13:49:05,8225,2,9.5,4.75,Beverages,Drinking Chocolate,Hot chocolate,3.56,6/27/2018,1975,Gen X
4/5/2019,11:32:37,8148,1,4.75,4.75,Beverages,Drinking Chocolate,Hot chocolate,3.56,6/14/2017,1997,Gen Z
4/5/2019,8:27:45,8173,2,9.5,4.75,Beverages,Drinking Chocolate,Hot chocolate,3.56,9/17/2018,2000,Gen Z
4/5/2019,15:21:59,8097,1,4.75,4.75,Beverages,Drinking Chocolate,Hot chocolate,3.56,3/4/2019,1976,Gen X
4/5/2019,11:23:07,8478,1,4.75,4.75,Beverages,Drinking Chocolate,Hot chocolate,3.56,7/30/2017,1971,Gen X
4/5/2019,16:48:48,8273,1,4.75,4.75,Beverages,Drinking Chocolate,Hot chocolate,3.56,12/12/2017,1974,Gen X
4/5/2019,19:16:03,8148,2,9.5,4.75,Beverages,Drinking Chocolate,Hot chocolate,3.56,6/14/2017,1997,Gen Z
4/5/2019,13:11:35,8458,1,4.75,4.75,Beverages,Drinking Chocolate,Hot chocolate,3.56,5/30/2018,1959,Baby Boomers
4/6/2019,15:25:48,460,1,4.75,4.75,Beverages,Drinking Chocolate,Hot chocolate,3.56,11/28/2017,1970,Gen X
4/6/2019,17:51:27,627,2,9.5,4.75,Beverages,Drinking Chocolate,Hot chocolate,3.56,11/9/2018,1991,Younger Millennials
4/6/2019,14:47:20,764,2,9.5,4.75,Beverages,Drinking Chocolate,Hot chocolate,3.56,6/15/2018,1982,Older Millennials
4/6/2019,16:07:42,184,1,4.75,4.75,Beverages,Drinking Chocolate,Hot chocolate,3.56,5/24/2018,1981,Older Millennials
4/6/2019,11:38:39,123,2,9.5,4.75,Beverages,Drinking Chocolate,Hot chocolate,3.56,12/7/2017,1971,Gen X
4/6/2019,16:01:38,465,2,9.5,4.75,Beverages,Drinking Chocolate,Hot chocolate,3.56,12/9/2017,1971,Gen X
4/6/2019,15:39:00,242,1,4.75,4.75,Beverages,Drinking Chocolate,Hot chocolate,3.56,10/31/2018,1991,Younger Millennials
4/6/2019,16:24:46,67,2,9.5,4.75,Beverages,Drinking Chocolate,Hot chocolate,3.56,7/5/2017,1961,Baby Boomers
4/6/2019,13:48:48,451,1,4.75,4.75,Beverages,Drinking Chocolate,Hot chocolate,3.56,11/10/2017,1969,Gen X
4/6/2019,12:49:28,389,2,9.5,4.75,Beverages,Drinking Chocolate,Hot chocolate,3.56,7/5/2017,1961,Baby Boomers
4/6/2019,13:50:54,639,2,9.5,4.75,Beverages,Drinking Chocolate,Hot chocolate,3.56,12/3/2018,1993,Younger Millennials
4/6/2019,17:02:54,375,1,4.75,4.75,Beverages,Drinking Chocolate,Hot chocolate,3.56,6/6/2017,1959,Baby Boomers
4/6/2019,8:19:26,5192,1,4.75,4.75,Beverages,Drinking Chocolate,Hot chocolate,3.56,4/19/2017,1982,Older Millennials
4/6/2019,9:04:17,5524,1,4.75,4.75,Beverages,Drinking Chocolate,Hot chocolate,3.56,5/26/2018,1981,Older Millennials
4/6/2019,9:23:19,5387,2,9.5,4.75,Beverages,Drinking Chocolate,Hot chocolate,3.56,6/23/2018,1983,Older Millennials
4/6/2019,17:33:32,5607,2,9.5,4.75,Beverages,Drinking Chocolate,Hot chocolate,3.56,11/7/2018,1997,Gen Z
4/6/2019,16:02:32,5829,1,4.75,4.75,Beverages,Drinking Chocolate,Hot chocolate,3.56,3/11/2017,1954,Baby Boomers
4/6/2019,11:01:16,8476,1,4.75,4.75,Beverages,Drinking Chocolate,Hot chocolate,3.56,12/10/2018,1954,Baby Boomers
4/6/2019,15:03:57,8347,2,9.5,4.75,Beverages,Drinking Chocolate,Hot chocolate,3.56,10/26/2017,1955,Baby Boomers
4/6/2019,15:37:07,8165,1,4.75,4.75,Beverages,Drinking Chocolate,Hot chocolate,3.56,10/11/2017,1994,Younger Millennials
4/6/2019,14:13:13,8487,1,4.75,4.75,Beverages,Drinking Chocolate,Hot chocolate,3.56,12/27/2017,1970,Gen X
4/6/2019,19:04:17,8276,2,9.5,4.75,Beverages,Drinking Chocolate,Hot chocolate,3.56,3/2/2017,1995,Gen Z
4/6/2019,15:26:52,8114,2,9.5,4.75,Beverages,Drinking Chocolate,Hot chocolate,3.56,3/30/2019,2000,Gen Z
4/6/2019,14:50:13,8017,2,9.5,4.75,Beverages,Drinking Chocolate,Hot chocolate,3.56,3/22/2018,1997,Gen Z
4/6/2019,14:37:57,8224,1,4.75,4.75,Beverages,Drinking Chocolate,Hot chocolate,3.56,12/24/2017,1951,Baby Boomers
4/6/2019,9:50:57,8130,1,4.75,4.75,Beverages,Drinking Chocolate,Hot chocolate,3.56,5/21/2017,1981,Older Millennials
4/6/2019,9:24:10,8414,1,4.75,4.75,Beverages,Drinking Chocolate,Hot chocolate,3.56,6/21/2018,1953,Baby Boomers
4/6/2019,11:44:11,8019,2,9.5,4.75,Beverages,Drinking Chocolate,Hot chocolate,3.56,5/15/2018,1991,Younger Millennials
4/6/2019,18:21:42,8290,2,9.5,4.75,Beverages,Drinking Chocolate,Hot chocolate,3.56,5/31/2017,1989,Older Millennials
4/6/2019,15:29:53,8175,2,9.5,4.75,Beverages,Drinking Chocolate,Hot chocolate,3.56,12/22/2018,1965,Gen X
4/7/2019,14:11:43,272,1,4.75,4.75,Beverages,Drinking Chocolate,Hot chocolate,3.56,1/21/2019,1996,Gen Z
4/7/2019,17:39:56,684,2,9.5,4.75,Beverages,Drinking Chocolate,Hot chocolate,3.56,3/6/2019,1999,Gen Z
4/7/2019,16:27:42,768,2,9.5,4.75,Beverages,Drinking Chocolate,Hot chocolate,3.56,7/18/2018,1984,Older Millennials
4/7/2019,18:06:33,228,1,4.75,4.75,Beverages,Drinking Chocolate,Hot chocolate,3.56,9/22/2018,1989,Older Millennials
4/7/2019,12:13:30,251,1,4.75,4.75,Beverages,Drinking Chocolate,Hot chocolate,3.56,11/24/2018,1992,Younger Millennials
4/7/2019,19:47:59,579,1,4.75,4.75,Beverages,Drinking Chocolate,Hot chocolate,3.56,8/1/2018,1985,Older Millennials
4/7/2019,13:47:19,493,2,9.5,4.75,Beverages,Drinking Chocolate,Hot chocolate,3.56,2/5/2018,1974,Gen X
4/7/2019,12:05:19,121,2,9.5,4.75,Beverages,Drinking Chocolate,Hot chocolate,3.56,12/1/2017,1970,Gen X
4/7/2019,8:58:42,731,2,9.5,4.75,Beverages,Drinking Chocolate,Hot chocolate,3.56,9/15/2017,1966,Gen X
4/7/2019,18:16:14,529,1,4.75,4.75,Beverages,Drinking Chocolate,Hot chocolate,3.56,4/20/2018,1979,Gen X
4/7/2019,13:10:17,625,2,9.5,4.75,Beverages,Drinking Chocolate,Hot chocolate,3.56,11/4/2018,1991,Younger Millennials
4/7/2019,8:45:35,88,1,4.75,4.75,Beverages,Drinking Chocolate,Hot chocolate,3.56,9/1/2017,1965,Gen X
4/7/2019,9:26:05,,2,9.5,4.75,Beverages,Drinking Chocolate,Hot chocolate,3.56,,,
4/7/2019,9:57:26,5655,1,4.75,4.75,Beverages,Drinking Chocolate,Hot chocolate,3.56,6/15/2018,1993,Younger Millennials
4/7/2019,2:56:26,,2,9.5,4.75,Beverages,Drinking Chocolate,Hot chocolate,3.56,,,
4/7/2019,3:47:24,,1,4.75,4.75,Beverages,Drinking Chocolate,Hot chocolate,3.56,,,
4/7/2019,2:02:05,,2,9.5,4.75,Beverages,Drinking Chocolate,Hot chocolate,3.56,,,
4/7/2019,3:50:43,,2,9.5,4.75,Beverages,Drinking Chocolate,Hot chocolate,3.56,,,
4/7/2019,12:53:48,,2,9.5,4.75,Beverages,Drinking Chocolate,Hot chocolate,3.56,,,
4/7/2019,6:08:57,,2,9.5,4.75,Beverages,Drinking Chocolate,Hot chocolate,3.56,,,
4/7/2019,8:26:06,,1,4.75,4.75,Beverages,Drinking Chocolate,Hot chocolate,3.56,,,
4/7/2019,9:33:15,,2,9.5,4.75,Beverages,Drinking Chocolate,Hot chocolate,3.56,,,
4/7/2019,9:04:39,8107,1,4.75,4.75,Beverages,Drinking Chocolate,Hot chocolate,3.56,9/16/2018,1995,Gen Z
4/7/2019,9:37:41,,2,9.5,4.75,Beverages,Drinking Chocolate,Hot chocolate,3.56,,,
4/7/2019,11:07:08,,1,4.75,4.75,Beverages,Drinking Chocolate,Hot chocolate,3.56,,,
4/7/2019,10:49:12,,1,4.75,4.75,Beverages,Drinking Chocolate,Hot chocolate,3.56,,,
4/7/2019,8:12:49,,1,4.75,4.75,Beverages,Drinking Chocolate,Hot chocolate,3.56,,,
4/7/2019,10:23:15,,2,9.5,4.75,Beverages,Drinking Chocolate,Hot chocolate,3.56,,,
4/7/2019,15:27:25,,2,9.5,4.75,Beverages,Drinking Chocolate,Hot chocolate,3.56,,,
4/7/2019,18:01:23,,1,4.75,4.75,Beverages,Drinking Chocolate,Hot chocolate,3.56,,,
4/7/2019,14:09:59,,2,9.5,4.75,Beverages,Drinking Chocolate,Hot chocolate,3.56,,,
4/7/2019,12:05:16,,2,9.5,4.75,Beverages,Drinking Chocolate,Hot chocolate,3.56,,,
4/7/2019,20:13:00,,2,9.5,4.75,Beverages,Drinking Chocolate,Hot chocolate,3.56,,,
4/8/2019,7:17:40,202,1,4.75,4.75,Beverages,Drinking Chocolate,Hot chocolate,3.56,7/12/2018,1984,Older Millennials
4/8/2019,18:48:39,314,2,9.5,4.75,Beverages,Drinking Chocolate,Hot chocolate,3.56,1/30/2017,1952,Baby Boomers
4/8/2019,15:57:42,,2,9.5,4.75,Beverages,Drinking Chocolate,Hot chocolate,3.56,,,
4/8/2019,16:43:07,333,1,4.75,4.75,Beverages,Drinking Chocolate,Hot chocolate,3.56,3/11/2017,1954,Baby Boomers
4/8/2019,15:28:40,61,2,9.5,4.75,Beverages,Drinking Chocolate,Hot chocolate,3.56,6/19/2017,1960,Baby Boomers
4/8/2019,14:25:55,384,1,4.75,4.75,Beverages,Drinking Chocolate,Hot chocolate,3.56,6/24/2017,1960,Baby Boomers
4/8/2019,13:09:42,674,2,9.5,4.75,Beverages,Drinking Chocolate,Hot chocolate,3.56,2/14/2019,1997,Gen Z
4/8/2019,14:19:17,697,1,4.75,4.75,Beverages,Drinking Chocolate,Hot chocolate,3.56,4/2/2019,2000,Gen Z
4/8/2019,19:05:53,523,2,9.5,4.75,Beverages,Drinking Chocolate,Hot chocolate,3.56,4/8/2018,1978,Gen X
4/8/2019,8:06:38,5565,1,4.75,4.75,Beverages,Drinking Chocolate,Hot chocolate,3.56,11/28/2018,1997,Gen Z
4/8/2019,8:41:40,,1,4.75,4.75,Beverages,Drinking Chocolate,Hot chocolate,3.56,,,
4/8/2019,8:29:29,5121,1,4.75,4.75,Beverages,Drinking Chocolate,Hot chocolate,3.56,11/10/2018,1992,Younger Millennials
4/8/2019,7:32:21,5129,1,4.75,4.75,Beverages,Drinking Chocolate,Hot chocolate,3.56,2/1/2017,1981,Older Millennials
4/8/2019,8:51:30,,2,9.5,4.75,Beverages,Drinking Chocolate,Hot chocolate,3.56,,,
4/8/2019,7:38:48,5403,1,4.75,4.75,Beverages,Drinking Chocolate,Hot chocolate,3.56,1/6/2017,1980,Older Millennials
4/8/2019,10:01:06,5405,2,9.5,4.75,Beverages,Drinking Chocolate,Hot chocolate,3.56,10/27/2017,1968,Gen X
4/8/2019,10:50:15,,2,9.5,4.75,Beverages,Drinking Chocolate,Hot chocolate,3.56,,,
4/8/2019,16:31:13,5646,1,4.75,4.75,Beverages,Drinking Chocolate,Hot chocolate,3.56,10/3/2018,1989,Older Millennials
4/8/2019,20:14:25,,2,9.5,4.75,Beverages,Drinking Chocolate,Hot chocolate,3.56,,,
4/8/2019,14:01:00,,2,9.5,4.75,Beverages,Drinking Chocolate,Hot chocolate,3.56,,,
4/8/2019,10:02:43,,1,4.75,4.75,Beverages,Drinking Chocolate,Hot chocolate,3.56,,,
4/8/2019,7:02:40,,2,9.5,4.75,Beverages,Drinking Chocolate,Hot chocolate,3.56,,,
4/8/2019,7:29:55,,2,9.5,4.75,Beverages,Drinking Chocolate,Hot chocolate,3.56,,,
4/8/2019,9:47:40,,1,4.75,4.75,Beverages,Drinking Chocolate,Hot chocolate,3.56,,,
4/8/2019,9:13:20,,2,9.5,4.75,Beverages,Drinking Chocolate,Hot chocolate,3.56,,,
4/8/2019,7:12:09,8010,2,9.5,4.75,Beverages,Drinking Chocolate,Hot chocolate,3.56,1/30/2018,1961,Baby Boomers
4/8/2019,10:40:37,,2,9.5,4.75,Beverages,Drinking Chocolate,Hot chocolate,3.56,,,
4/8/2019,14:34:13,,1,4.75,4.75,Beverages,Drinking Chocolate,Hot chocolate,3.56,,,
4/8/2019,14:23:49,8285,2,9.5,4.75,Beverages,Drinking Chocolate,Hot chocolate,3.56,10/26/2018,1990,Younger Millennials
4/8/2019,13:00:59,,2,9.5,4.75,Beverages,Drinking Chocolate,Hot chocolate,3.56,,,
4/8/2019,16:28:14,,1,4.75,4.75,Beverages,Drinking Chocolate,Hot chocolate,3.56,,,
4/8/2019,19:59:24,8287,2,9.5,4.75,Beverages,Drinking Chocolate,Hot chocolate,3.56,8/11/2017,1967,Gen X
4/9/2019,9:04:31,384,1,4.75,4.75,Beverages,Drinking Chocolate,Hot chocolate,3.56,6/24/2017,1960,Baby Boomers
4/9/2019,10:38:18,507,2,9.5,4.75,Beverages,Drinking Chocolate,Hot chocolate,3.56,3/5/2018,1976,Gen X
4/9/2019,7:12:39,420,1,4.75,4.75,Beverages,Drinking Chocolate,Hot chocolate,3.56,9/7/2017,1965,Gen X
4/9/2019,10:18:05,,2,9.5,4.75,Beverages,Drinking Chocolate,Hot chocolate,3.56,,,
4/9/2019,17:18:44,99,1,4.75,4.75,Beverages,Drinking Chocolate,Hot chocolate,3.56,10/1/2017,1967,Gen X
4/9/2019,11:28:35,642,2,9.5,4.75,Beverages,Drinking Chocolate,Hot chocolate,3.56,12/10/2018,1993,Younger Millennials
4/9/2019,18:20:43,,1,4.75,4.75,Beverages,Drinking Chocolate,Hot chocolate,3.56,,,
4/9/2019,13:40:29,,2,9.5,4.75,Beverages,Drinking Chocolate,Hot chocolate,3.56,,,
4/9/2019,10:35:15,,2,9.5,4.75,Beverages,Drinking Chocolate,Hot chocolate,3.56,,,
4/9/2019,9:51:06,5172,2,9.5,4.75,Beverages,Drinking Chocolate,Hot chocolate,3.56,4/19/2017,1956,Baby Boomers
4/9/2019,8:16:23,5347,2,9.5,4.75,Beverages,Drinking Chocolate,Hot chocolate,3.56,12/12/2017,1971,Gen X
4/9/2019,10:03:18,5415,1,4.75,4.75,Beverages,Drinking Chocolate,Hot chocolate,3.56,2/1/2019,1997,Gen Z
4/9/2019,8:25:34,,2,9.5,4.75,Beverages,Drinking Chocolate,Hot chocolate,3.56,,,
4/9/2019,10:50:52,5181,2,9.5,4.75,Beverages,Drinking Chocolate,Hot chocolate,3.56,6/14/2017,1960,Baby Boomers
4/9/2019,9:44:13,,2,9.5,4.75,Beverages,Drinking Chocolate,Hot chocolate,3.56,,,
4/9/2019,10:15:25,,1,4.75,4.75,Beverages,Drinking Chocolate,Hot chocolate,3.56,,,
4/9/2019,9:09:34,5207,2,9.5,4.75,Beverages,Drinking Chocolate,Hot chocolate,3.56,8/22/2018,1987,Older Millennials
4/9/2019,19:38:29,,2,9.5,4.75,Beverages,Drinking Chocolate,Hot chocolate,3.56,,,
4/9/2019,12:10:46,,1,4.75,4.75,Beverages,Drinking Chocolate,Hot chocolate,3.56,,,
4/9/2019,11:56:36,5162,1,4.75,4.75,Beverages,Drinking Chocolate,Hot chocolate,3.56,10/27/2018,1991,Younger Millennials
4/9/2019,14:18:04,5125,1,4.75,4.75,Beverages,Drinking Chocolate,Hot chocolate,3.56,5/24/2018,1993,Younger Millennials
4/9/2019,6:49:13,8232,2,9.5,4.75,Beverages,Drinking Chocolate,Hot chocolate,3.56,1/24/2018,1974,Gen X
4/9/2019,7:58:52,,1,4.75,4.75,Beverages,Drinking Chocolate,Hot chocolate,3.56,,,
4/9/2019,7:16:48,,2,9.5,4.75,Beverages,Drinking Chocolate,Hot chocolate,3.56,,,
4/9/2019,11:27:20,,2,9.5,4.75,Beverages,Drinking Chocolate,Hot chocolate,3.56,,,
4/9/2019,8:35:13,,1,4.75,4.75,Beverages,Drinking Chocolate,Hot chocolate,3.56,,,
4/9/2019,6:45:12,8489,2,9.5,4.75,Beverages,Drinking Chocolate,Hot chocolate,3.56,11/11/2017,1954,Baby Boomers
4/9/2019,8:51:28,8157,2,9.5,4.75,Beverages,Drinking Chocolate,Hot chocolate,3.56,4/16/2018,1990,Younger Millennials
4/9/2019,9:16:30,8303,1,4.75,4.75,Beverages,Drinking Chocolate,Hot chocolate,3.56,3/17/2017,1981,Older Millennials
4/9/2019,10:19:39,8094,2,9.5,4.75,Beverages,Drinking Chocolate,Hot chocolate,3.56,2/20/2018,1992,Younger Millennials
4/9/2019,10:19:20,8381,1,4.75,4.75,Beverages,Drinking Chocolate,Hot chocolate,3.56,3/25/2019,1993,Younger Millennials
4/9/2019,10:21:15,,1,4.75,4.75,Beverages,Drinking Chocolate,Hot chocolate,3.56,,,
4/9/2019,9:06:28,,2,9.5,4.75,Beverages,Drinking Chocolate,Hot chocolate,3.56,,,
4/9/2019,8:55:50,,1,4.75,4.75,Beverages,Drinking Chocolate,Hot chocolate,3.56,,,
4/9/2019,17:00:21,8152,1,4.75,4.75,Beverages,Drinking Chocolate,Hot chocolate,3.56,10/18/2017,1972,Gen X
4/9/2019,14:21:24,,2,9.5,4.75,Beverages,Drinking Chocolate,Hot chocolate,3.56,,,
4/9/2019,15:29:57,,2,9.5,4.75,Beverages,Drinking Chocolate,Hot chocolate,3.56,,,
4/9/2019,11:46:07,8353,2,9.5,4.75,Beverages,Drinking Chocolate,Hot chocolate,3.56,2/20/2017,1994,Younger Millennials
4/10/2019,7:08:54,146,1,4.75,4.75,Beverages,Drinking Chocolate,Hot chocolate,3.56,2/8/2018,1975,Gen X
4/10/2019,10:39:12,,2,9.5,4.75,Beverages,Drinking Chocolate,Hot chocolate,3.56,,,
4/10/2019,8:13:57,99,1,4.75,4.75,Beverages,Drinking Chocolate,Hot chocolate,3.56,10/1/2017,1967,Gen X
4/10/2019,7:35:21,,1,4.75,4.75,Beverages,Drinking Chocolate,Hot chocolate,3.56,,,
4/10/2019,19:42:13,,2,9.5,4.75,Beverages,Drinking Chocolate,Hot chocolate,3.56,,,
4/10/2019,12:14:34,,2,9.5,4.75,Beverages,Drinking Chocolate,Hot chocolate,3.56,,,
4/10/2019,19:19:54,563,2,9.5,4.75,Beverages,Drinking Chocolate,Hot chocolate,3.56,6/29/2018,1983,Older Millennials
4/10/2019,15:27:02,,2,9.5,4.75,Beverages,Drinking Chocolate,Hot chocolate,3.56,,,
4/10/2019,10:59:15,5506,1,4.75,4.75,Beverages,Drinking Chocolate,Hot chocolate,3.56,10/23/2018,1990,Younger Millennials
4/10/2019,6:10:41,5143,1,4.75,4.75,Beverages,Drinking Chocolate,Hot chocolate,3.56,1/29/2018,1974,Gen X
4/10/2019,8:56:25,,1,4.75,4.75,Beverages,Drinking Chocolate,Hot chocolate,3.56,,,
4/10/2019,11:24:43,,1,4.75,4.75,Beverages,Drinking Chocolate,Hot chocolate,3.56,,,
4/10/2019,16:27:01,5145,2,9.5,4.75,Beverages,Drinking Chocolate,Hot chocolate,3.56,9/9/2018,1988,Older Millennials
4/10/2019,7:44:36,8495,2,9.5,4.75,Beverages,Drinking Chocolate,Hot chocolate,3.56,1/4/2017,1952,Baby Boomers
4/10/2019,10:11:17,,1,4.75,4.75,Beverages,Drinking Chocolate,Hot chocolate,3.56,,,
4/10/2019,9:16:49,,2,9.5,4.75,Beverages,Drinking Chocolate,Hot chocolate,3.56,,,
4/10/2019,8:16:44,,2,9.5,4.75,Beverages,Drinking Chocolate,Hot chocolate,3.56,,,
4/10/2019,10:57:11,8367,2,9.5,4.75,Beverages,Drinking Chocolate,Hot chocolate,3.56,8/5/2018,1987,Older Millennials
4/10/2019,9:04:29,8191,1,4.75,4.75,Beverages,Drinking Chocolate,Hot chocolate,3.56,4/12/2018,1985,Older Millennials
4/10/2019,7:03:21,8209,2,9.5,4.75,Beverages,Drinking Chocolate,Hot chocolate,3.56,7/13/2018,1980,Older Millennials
4/10/2019,10:34:11,,1,4.75,4.75,Beverages,Drinking Chocolate,Hot chocolate,3.56,,,
4/10/2019,11:41:47,8173,2,9.5,4.75,Beverages,Drinking Chocolate,Hot chocolate,3.56,9/17/2018,2000,Gen Z
4/10/2019,13:41:41,,1,4.75,4.75,Beverages,Drinking Chocolate,Hot chocolate,3.56,,,
4/11/2019,7:42:16,,1,4.75,4.75,Beverages,Drinking Chocolate,Hot chocolate,3.56,,,
4/11/2019,8:58:00,463,1,4.75,4.75,Beverages,Drinking Chocolate,Hot chocolate,3.56,12/5/2017,1971,Gen X
4/11/2019,9:00:26,366,1,4.75,4.75,Beverages,Drinking Chocolate,Hot chocolate,3.56,5/18/2017,1958,Baby Boomers
4/11/2019,7:46:34,,1,4.75,4.75,Beverages,Drinking Chocolate,Hot chocolate,3.56,,,
4/11/2019,9:48:33,,1,4.75,4.75,Beverages,Drinking Chocolate,Hot chocolate,3.56,,,
4/11/2019,8:02:35,653,2,9.5,4.75,Beverages,Drinking Chocolate,Hot chocolate,3.56,1/1/2019,1995,Gen Z
4/11/2019,16:54:08,,2,9.5,4.75,Beverages,Drinking Chocolate,Hot chocolate,3.56,,,
4/11/2019,17:21:30,214,2,9.5,4.75,Beverages,Drinking Chocolate,Hot chocolate,3.56,8/14/2018,1986,Older Millennials
4/11/2019,18:45:18,479,2,9.5,4.75,Beverages,Drinking Chocolate,Hot chocolate,3.56,1/7/2018,1973,Gen X
4/11/2019,12:40:02,510,1,4.75,4.75,Beverages,Drinking Chocolate,Hot chocolate,3.56,3/12/2018,1977,Gen X
4/11/2019,8:19:01,5124,1,4.75,4.75,Beverages,Drinking Chocolate,Hot chocolate,3.56,12/8/2017,1971,Gen X
4/11/2019,6:31:33,5317,2,9.5,4.75,Beverages,Drinking Chocolate,Hot chocolate,3.56,1/13/2017,1980,Older Millennials
4/11/2019,6:04:45,5402,1,4.75,4.75,Beverages,Drinking Chocolate,Hot chocolate,3.56,1/19/2018,1973,Gen X
4/11/2019,6:54:14,5779,2,9.5,4.75,Beverages,Drinking Chocolate,Hot chocolate,3.56,5/17/2018,1992,Younger Millennials
4/11/2019,6:21:21,5186,1,4.75,4.75,Beverages,Drinking Chocolate,Hot chocolate,3.56,6/25/2018,1983,Older Millennials
4/11/2019,6:31:56,5736,2,9.5,4.75,Beverages,Drinking Chocolate,Hot chocolate,3.56,1/4/2017,1980,Older Millennials
4/11/2019,8:25:02,5660,2,9.5,4.75,Beverages,Drinking Chocolate,Hot chocolate,3.56,10/28/2018,1997,Gen Z
4/11/2019,10:57:37,,1,4.75,4.75,Beverages,Drinking Chocolate,Hot chocolate,3.56,,,
4/11/2019,8:34:05,,1,4.75,4.75,Beverages,Drinking Chocolate,Hot chocolate,3.56,,,
4/11/2019,8:56:42,5250,2,9.5,4.75,Beverages,Drinking Chocolate,Hot chocolate,3.56,4/9/2018,1978,Gen X
4/11/2019,7:51:05,5791,2,9.5,4.75,Beverages,Drinking Chocolate,Hot chocolate,3.56,6/11/2017,1960,Baby Boomers
4/11/2019,15:45:55,5159,1,4.75,4.75,Beverages,Drinking Chocolate,Hot chocolate,3.56,5/27/2018,1981,Older Millennials
4/11/2019,12:23:34,,2,9.5,4.75,Beverages,Drinking Chocolate,Hot chocolate,3.56,,,
4/11/2019,15:02:02,5737,2,9.5,4.75,Beverages,Drinking Chocolate,Hot chocolate,3.56,7/18/2018,1984,Older Millennials
4/11/2019,6:39:53,8298,1,4.75,4.75,Beverages,Drinking Chocolate,Hot chocolate,3.56,4/6/2018,1978,Gen X
4/11/2019,8:06:30,8010,1,4.75,4.75,Beverages,Drinking Chocolate,Hot chocolate,3.56,1/30/2018,1961,Baby Boomers
4/11/2019,9:21:33,8114,2,9.5,4.75,Beverages,Drinking Chocolate,Hot chocolate,3.56,3/30/2019,2000,Gen Z
4/11/2019,8:02:38,8356,1,4.75,4.75,Beverages,Drinking Chocolate,Hot chocolate,3.56,7/25/2018,1968,Gen X
4/11/2019,7:04:59,8075,2,9.5,4.75,Beverages,Drinking Chocolate,Hot chocolate,3.56,9/14/2018,1987,Older Millennials
4/11/2019,9:18:42,,2,9.5,4.75,Beverages,Drinking Chocolate,Hot chocolate,3.56,,,
4/11/2019,6:43:50,,2,9.5,4.75,Beverages,Drinking Chocolate,Hot chocolate,3.56,,,
4/11/2019,9:03:14,8127,1,4.75,4.75,Beverages,Drinking Chocolate,Hot chocolate,3.56,2/8/2017,1981,Older Millennials
4/11/2019,8:16:47,8333,1,4.75,4.75,Beverages,Drinking Chocolate,Hot chocolate,3.56,2/12/2019,1974,Gen X
4/11/2019,8:26:38,8486,1,4.75,4.75,Beverages,Drinking Chocolate,Hot chocolate,3.56,5/5/2018,2000,Gen Z
4/11/2019,10:20:16,8471,1,4.75,4.75,Beverages,Drinking Chocolate,Hot chocolate,3.56,5/27/2017,1993,Younger Millennials
4/11/2019,6:56:55,8026,1,4.75,4.75,Beverages,Drinking Chocolate,Hot chocolate,3.56,11/15/2018,1962,Baby Boomers
4/11/2019,11:37:48,,1,4.75,4.75,Beverages,Drinking Chocolate,Hot chocolate,3.56,,,
4/11/2019,11:53:50,8111,1,4.75,4.75,Beverages,Drinking Chocolate,Hot chocolate,3.56,1/11/2018,1961,Baby Boomers
4/11/2019,19:55:06,8141,2,9.5,4.75,Beverages,Drinking Chocolate,Hot chocolate,3.56,10/2/2018,1990,Younger Millennials
4/11/2019,13:37:57,8017,2,9.5,4.75,Beverages,Drinking Chocolate,Hot chocolate,3.56,3/22/2018,1997,Gen Z
4/11/2019,19:45:34,,1,4.75,4.75,Beverages,Drinking Chocolate,Hot chocolate,3.56,,,
4/12/2019,9:14:29,798,2,9.5,4.75,Beverages,Drinking Chocolate,Hot chocolate,3.56,3/23/2019,2000,Gen Z
4/12/2019,9:01:14,453,1,4.75,4.75,Beverages,Drinking Chocolate,Hot chocolate,3.56,11/14/2017,1969,Gen X
4/12/2019,8:33:38,,2,9.5,4.75,Beverages,Drinking Chocolate,Hot chocolate,3.56,,,
